   St.     E_TM         N_TM       Y_GK     X_GK
  C41   362157.816    94725.906   361785    95214
  C42   364711.597   106969.739   364339   107458
  C43   359790.428   121140.318   359418   121629
  C44   361904.983   135992.193   361533   136481
  C45   367702.663   150029.051   367331   150518
  C46   379607.303   159953.948   379236   160443
  C47   389896.965   166240.872   389526   166730
  C48   405629.517   171522.849   405259   172012
  C49   421887.102   172580.122   421517   173069
  C50   436116.708   167956.746   435747   168445
  C51   450346.485   163334.463   449977   163822
  C52   460818.396   165203.646   460449   165691
  C53   470831.101   167989.745   470462   168477
  C54   477788.618   176382.784   477420   176870
  C55   488861.136   183199.036   488493   183686
  C56   501579.795   185903.368   501212   186390
  C57   514893.496   188733.837   514526   189220
  C58   529642.480   186447.707   529275   186933
  C59   544350.230   188979.188   543983   189464
  C60   558817.023   192649.937   558450   193134
  C61   569314.720   204332.431   568948   204816
  C62   585112.547   209679.891   584746   210163
   D1   615110.170   223327.212   614744   223809
   D2   630971.801   210714.784   630605   211196
   D3   639439.583   192303.969   639072   192785
   D4   648757.328   174345.112   648389   174826
   D5   657844.046   155904.251   657475   156385
   D6   656154.613   138932.015   655785   139413
   D7   647546.052   124207.569   647176   124689
   D8   630700.230   114913.932   630330   115396
   D9   614007.420   105348.335   613637   105831
  D10   596358.281    98405.013   595988    98888
  D11   591866.575    83937.869   591496    84421
  D12   589878.100    65681.599   589507    66165
  D13   578731.448    50131.317   578360    50615
  D14   562000.617    40851.965   561629    41336
  D15   562212.986    21981.973   561841    22466
  D16   552474.049     7621.737   552102     8106
  D17   532693.184    -2195.325   532321    -1711
  D18   510671.481    -3846.485   510299    -3362
  D19   491218.580     2152.032   490846     2637
  D20   471091.476     5632.376   470719     6118
  D21   450699.705     4443.377   450327     4929
  D22   428264.007     -324.670   427891      161
  D23   405011.361    -4733.987   404638    -4248
  D24   381595.568     -969.408   381222     -483
  D25   366124.584    10932.327   365751    11419
  D26   355905.507    27562.053   355532    28049
  D27   353077.372    45079.748   352704    45567
  D28   358243.100    61818.513   357870    62306
  D29   352324.159    78840.966   351951    79329
  D30   343932.285    91070.512   343559    91559
  D31   347010.020   105829.400   346637   106318
  D32   343076.769   125037.046   342704   125526
  D33   346832.216   144280.735   346460   144770
  D34   356755.586   163160.499   356384   163650
  D35   373561.041   176294.475   373190   176784
  D36   392322.518   185089.479   391952   185579
  D37   412647.946   189111.572   412278   189601
  D38   430201.481   187854.125   429832   188343
  D39   446939.180   182416.907   446570   182905
  D40   464626.664   187292.364   464258   187780
  D41   479055.867   197239.416   478688   197727
  D42   498024.286   202626.022   497657   203113
  D43   517512.962   205627.985   517146   206114
  D44   534095.739   204561.798   533729   205047
  D45   551977.373   210615.720   551611   211100
  D46   571731.966   223199.611   571366   223683
  D47   592043.925   227393.363   591678   227876
   E1   646933.229   230786.416   646567   231267
   E2   662483.328   203572.796   662116   204053
   E3   677898.520   173224.103   677530   173704
   E4   682145.666   141136.985   681776   141617
   E5   669684.609   111265.320   669314   111746
   E6   643269.779    92560.445   642899    93042
   E7   617199.927    79046.643   616829    79529
   E8   609266.448    48712.308   608895    49195
   E9   587814.946    25844.686   587443    26328
  E10   576095.562    -3236.395   575723    -2753
  E11   550839.883   -21817.796   550467   -21334
  E12   520282.849   -28842.535   519910   -28358
  E13   493323.800   -25334.024   492951   -24849
  E14   466603.845   -20317.384   466231   -19832
  E15   438083.215   -24455.525   437710   -23970
  E16   409788.655   -29928.606   409415   -29443
  E17   381070.981   -26687.907   380697   -26202
  E18   355489.106   -13240.457   355115   -12754
  E19   339425.074     5400.029   339051     5887
  E20   329847.947    28067.530   329474    28555
  E21   328573.814    52642.074   328200    53130
  E22   322787.731    76559.517   322414    77048
  E23   320824.496   105876.888   320451   106366
  E24   318644.050   133723.346   318271   134213
  E25   326414.426   160552.986   326042   161043
  E26   340964.707   183365.709   340593   183856
  E27   362676.869   199513.704   362306   200004
  E28   387344.033   210244.870   386974   210735
  E29   414480.256   214689.328   414111   215179
  E30   438774.654   212032.140   438406   212521
  E31   464502.764   218353.817   464135   218842
  E32   489583.692   226886.582   489217   227374
  E33   512585.026   230815.747   512219   231302
  E34   535875.696   232238.999   535510   232724
  E35   557954.133   244829.043   557589   245313
  E36   586859.007   252508.310   586494   252991
  E37   619563.368   248581.526   619198   249063
   F1   688497.075   235581.718   688131   236061
   F2   708179.454   198549.238   707812   199028
   F3   718720.844   157958.371   718352   158437
   F4   711417.296   111392.879   711047   111872
   F5   678706.348    70519.650   678335    71000
   F6   647218.825    39883.557   646847    40365
   F7   620800.453     4783.909   620428     5266
   F8   597953.197   -34911.620   597580   -34429
   F9   559123.481   -59383.479   558750   -58900
  F10   512626.431   -66636.311   512253   -66152
  F11   465795.473   -59304.006   465422   -58819
  F12   421572.909   -66828.405   421199   -66343
  F13   377729.470   -65021.802   377355   -64536
  F14   339888.982   -48497.304   339514   -48011
  F15   311897.242   -21580.038   311522   -21093
  F16   294415.112    13096.161   294040    13584
  F17   289488.687    50615.459   289114    51104
  F18   283471.281    87974.649   283097    88464
  F19   280668.801   125711.815   280295   126202
  F20   287076.102   163000.058   286703   163491
  F21   303953.110   196868.604   303581   197360
  F22   330680.984   223655.560   330310   224147
  F23   363803.713   241952.881   363434   242444
  F24   400453.476   251371.582   400085   251862
  F25   436199.611   251009.484   435832   251499
  F26   468553.454   259015.545   468187   259504
  F27   500908.049   267023.243   500543   267510
  F28   533262.345   275029.717   532898   275515
  F29   573105.780   288655.391   572742   289139
  F30   615205.891   287848.119   614842   288330
  F31   657845.707   269573.700   657481   270054
   G1   752237.391   238595.812   751872   239074
   G2   773830.424   175298.555   773463   175776
   G3   769378.503   108567.429   769009   109045
   G4   736465.250    50347.489   736094    50826
   G5   690644.640     1631.235   690272     2111
   G6   651455.877   -57622.757   651082   -57142
   G7   597258.134  -103551.891   596884  -103070
   G8   532935.558  -121866.050   532561  -121383
   G9   466182.856  -117766.192   465808  -117282
  G10   399565.536  -123670.127   399190  -123185
  G11   334311.132  -109022.156   333935  -108536
  G12   279594.463   -70566.305   279218   -70079
  G13   245703.314   -18452.549   245327   -17964
  G14   234233.595    42539.337   233858    43029
  G15   225563.003    88643.412   225188    89134
  G16   230076.134   134404.692   229702   134896
  G17   235433.031   188732.779   235060   189225
  G18   263108.486   237623.320   262737   238116
  G19   302781.776   274161.271   302412   274654
  G20   349442.145   297835.871   349074   298328
  G21   401008.620   306258.125   400642   306749
  G22   454694.064   315026.884   454329   315516
  G23   517214.594   329598.053   516851   330085
  G24   587933.384   346079.684   587571   346564
  G25   659180.552   331776.421   658818   332258
  G26   713996.663   293462.418   713633   293942
   H1   839469.692   250946.387   839106   251424
   H2   858600.332   145755.715   858234   146232
   H3   828263.414    36863.731   827894    37340
   H4   758754.206   -52279.430   758382   -51802
   H5   687795.850  -140272.515   687421  -139794
   H6   584774.992  -197094.501   584398  -196614
   H7   467359.142  -204551.136   466981  -204068
   H8   347983.229  -200794.838   347604  -200309
   H9   249905.240  -155487.508   249526  -154999
  H10   178724.188   -74213.997   178346   -73723
  H11   147309.270    26191.153   146933    26684
  H12   137000.652   143592.491   136627   144087
  H13   160112.259   231366.961   159741   231862
  H14   204473.988   301286.180   204105   301781
  H15   287472.384   363447.488   287106   363941
  H16   386596.327   394501.679   386232   394993
  H17   497372.449   414743.495   497010   415232
  H18   604970.907   430935.354   604610   431421
  H19   708763.704   402713.509   708403   403196
  H20   787938.751   338734.258   787577   339214
