   St.   E_TM     N_TM       Y_GK         X_GK
  C41   361785    95214   362157.810    94725.947
  C42   364339   107458   364711.610   106969.762
  C43   359418   121629   359790.469   121140.288
  C44   361533   136481   361904.979   135991.993
  C45   367331   150518   367702.494   150029.004
  C46   379236   160443   379607.211   159954.020
  C47   389526   166730   389896.967   166241.030
  C48   405259   172012   405629.623   171522.870
  C49   421517   173069   421887.119   172580.109
  C50   435747   168445   436116.710   167956.763
  C51   449977   163822   450346.499   163334.450
  C52   460449   165691   460818.402   165203.634
  C53   470462   168477   470831.108   167989.757
  C54   477420   176870   477788.616   176382.783
  C55   488493   183686   488861.142   183199.048
  C56   501212   186390   501579.776   185903.362
  C57   514526   189220   514893.446   188733.782
  C58   529275   186933   529642.497   186447.662
  C59   543983   189464   544350.253   188979.164
  C60   558450   193134   558817.019   192649.919
  C61   568948   204816   569314.698   204332.440
  C62   584746   210163   585112.539   209679.895
   D1   614744   223809   615110.280   223327.143
   D2   630605   211196   630971.893   210714.676
   D3   639072   192785   639439.622   192303.831
   D4   648389   174826   648757.306   174344.977
   D5   657475   156385   657843.970   155904.108
   D6   655785   139413   656154.477   138931.864
   D7   647176   124689   647545.948   124207.529
   D8   630330   115396   630700.134   114913.953
   D9   613637   105831   614007.318   105348.482
  D10   595988    98888   596358.299    98405.021
  D11   591496    84421   591866.617    83937.861
  D12   589507    66165   589878.112    65681.571
  D13   578360    50615   578731.450    50131.316
  D14   561629    41336   562000.622    40851.966
  D15   561841    22466   562213.009    21981.976
  D16   552102     8106   552473.942     7621.601
  D17   532321    -1711   532693.119    -2195.412
  D18   510299    -3362   510671.428    -3846.502
  D19   490846     2637   491218.585     2152.185
  D20   470719     6118   471091.505     5632.404
  D21   450327     4929   450699.689     4443.375
  D22   427891      161   428263.983     -324.689
  D23   404638    -4248   405011.330    -4734.006
  D24   381222     -483   381595.524     -969.408
  D25   365751    11419   366124.541    10932.343
  D26   355532    28049   355905.479    27562.093
  D27   352704    45567   353077.358    45079.769
  D28   357870    62306   358243.089    61818.508
  D29   351951    79329   352324.127    78841.007
  D30   343559    91559   343932.271    91070.530
  D31   346637   106318   347009.996   105829.394
  D32   342704   125526   343076.675   125037.019
  D33   346460   144770   346832.155   144280.690
  D34   356384   163650   356755.505   163160.541
  D35   373190   176784   373561.004   176294.560
  D36   391952   185579   392322.569   185089.622
  D37   412278   189601   412648.036   189111.713
  D38   429832   188343   430201.533   187854.126
  D39   446570   182905   446939.152   182416.931
  D40   464258   187780   464626.654   187292.357
  D41   478688   197727   479055.884   197239.415
  D42   497657   203113   498024.271   202626.104
  D43   517146   206114   517512.890   205627.921
  D44   533729   205047   534095.763   204561.800
  D45   551611   211100   551977.388   210615.751
  D46   571366   223683   571731.956   223199.616
  D47   591678   227876   592043.988   227393.386
   E1   646567   231267   646933.271   230786.335
   E2   662116   204053   662483.334   203572.686
   E3   677530   173704   677898.490   173223.973
   E4   681776   141617   682145.571   141136.907
   E5   669314   111746   669684.480   111265.303
   E6   642899    93042   643269.708    92560.457
   E7   616829    79529   617199.927    79046.658
   E8   608895    49195   609266.473    48712.299
   E9   587443    26328   587814.943    25844.686
  E10   575723    -2753   576095.588    -3236.407
  E11   550467   -21334   550839.852   -21817.780
  E12   519910   -28358   520282.831   -28842.516
  E13   492951   -24849   493323.795   -25333.997
  E14   466231   -19832   466603.852   -20317.378
  E15   437710   -23970   438083.222   -24455.577
  E16   409415   -29443   409788.629   -29928.689
  E17   380697   -26202   381070.920   -26687.923
  E18   355115   -12754   355489.041   -13240.445
  E19   339051     5887   339425.050     5400.034
  E20   329474    28555   329847.896    28067.566
  E21   328200    53130   328573.789    52642.107
  E22   322414    77048   322787.696    76559.550
  E23   320451   106366   320824.419   105876.899
  E24   318271   134213   318643.997   133723.357
  E25   326042   161043   326414.381   160553.031
  E26   340593   183856   340964.686   183365.777
  E27   362306   200004   362676.893   199513.753
  E28   386974   210735   387344.068   210244.928
  E29   414111   215179   414480.319   214689.381
  E30   438406   212521   438774.655   212032.161
  E31   464135   218842   464502.751   218353.827
  E32   489217   227374   489583.658   226886.557
  E33   512219   231302   512585.016   230815.755
  E34   535510   232724   535875.728   232239.019
  E35   557589   245313   557954.200   244829.083
  E36   586494   252991   586859.072   252508.304
  E37   619198   249063   619563.419   248581.464
   F1   688131   236061   688497.131   235581.651
   F2   707812   199028   708179.485   198549.162
   F3   718352   158437   718720.846   157958.295
   F4   711047   111872   711417.248   111392.851
   F5   678335    71000   678706.301    70519.632
   F6   646847    40365   647218.801    39883.571
   F7   620428     5266   620800.455     4783.908
   F8   597580   -34429   597953.168   -34911.572
   F9   558750   -58900   559123.474   -59383.442
  F10   512253   -66152   512626.453   -66636.293
  F11   465422   -58819   465795.503   -59304.014
  F12   421199   -66343   421572.918   -66828.410
  F13   377355   -64536   377729.431   -65021.870
  F14   339514   -48011   339888.894   -48497.391
  F15   311522   -21093   311897.174   -21580.020
  F16   294040    13584   294415.048    13096.177
  F17   289114    51104   289488.634    50615.474
  F18   283097    88464   283471.236    87974.673
  F19   280295   126202   280668.774   125711.835
  F20   286703   163491   287076.072   163000.101
  F21   303581   197360   303953.090   196868.648
  F22   330310   224147   330680.977   223655.616
  F23   363434   242444   363803.703   241952.915
  F24   400085   251862   400453.483   251371.613
  F25   435832   251499   436199.615   251009.529
  F26   468187   259504   468553.479   259015.507
  F27   500543   267510   500908.104   267023.227
  F28   532898   275515   533262.385   275029.705
  F29   572742   289139   573105.835   288655.423
  F30   614842   288330   615205.957   287848.118
  F31   657481   270054   657845.765   269573.643
   G1   751872   239074   752237.388   238595.764
   G2   773463   175776   773830.426   175298.509
   G3   769009   109045   769378.469   108567.389
   G4   736094    50826   736465.203    50347.472
   G5   690272     2111   690644.596     1631.241
   G6   651082   -57142   651455.871   -57622.738
   G7   596884  -103070   597258.146  -103551.874
   G8   532561  -121383   532935.560  -121866.032
   G9   465808  -117282   466182.865  -117766.179
  G10   399190  -123185   399565.543  -123670.130
  G11   333935  -108536   334311.140  -109022.165
  G12   279218   -70079   279594.465   -70566.325
  G13   245327   -17964   245703.249   -18452.569
  G14   233858    43029   234233.560    42539.336
  G15   225188    89134   225562.965    88643.424
  G16   229702   134896   230076.102   134404.711
  G17   235060   189225   235432.995   188732.819
  G18   262737   238116   263108.467   237623.373
  G19   302412   274654   302781.772   274161.331
  G20   349074   298328   349442.157   297835.887
  G21   400642   306749   401008.634   306258.137
  G22   454329   315516   454694.089   315026.906
  G23   516851   330085   517214.628   329598.058
  G24   587571   346564   587933.413   346079.697
  G25   658818   332258   659180.585   331776.375
  G26   713633   293942   713996.687   293462.372
   H1   839106   251424   839469.689   250946.343
   H2   858234   146232   858600.315   145755.679
   H3   827894    37340   828263.388    36863.709
   H4   758382   -51802   758754.179   -52279.435
   H5   687421  -139794   687795.824  -140272.507
   H6   584398  -196614   584774.972  -197094.485
   H7   466981  -204068   467359.126  -204551.116
   H8   347604  -200309   347983.214  -200794.815
   H9   249526  -154999   249905.225  -155487.480
  H10   178346   -73723   178724.176   -74213.965
  H11   146933    26684   147309.262    26191.189
  H12   136627   144087   137000.652   143592.531
  H13   159741   231862   160112.266   231367.002
  H14   204105   301781   204474.002   301286.217
  H15   287106   363941   287472.406   363447.517
  H16   386232   394993   386596.354   394501.697
  H17   497010   415232   497372.480   414743.496
  H18   604610   431421   604970.939   430935.338
  H19   708403   403196   708763.730   402713.477
  H20   787577   339214   787938.764   338734.217
